SDG_label;fos_id;fos_name;
SDG_2;93707483;Bioclimatology;
SDG_2;2778617593;Biocultural diversity;
SDG_2;130217890;Biodiversity;
SDG_2;73580989;Biodiversity action plan;
SDG_2;2994269480;Biodiversity assessment;
SDG_2;2994246104;Biodiversity conservation;
SDG_2;2993248848;Biodiversity index;
SDG_2;2992820216;Biodiversity management;
SDG_2;2781275782;Biodiversity offsetting;
SDG_2;2778148510;Bioeconomics;
SDG_2;198150046;Biogeomorphology;
SDG_2;2909066392;Biological Stress;
SDG_2;2780257989;Biological soil crust;
SDG_2;2993143054;Biomass yield;
SDG_2;89920630;Biome;
SDG_2;2779697819;Biosignature;
SDG_2;96650669;Biosphere model;
SDG_2;112149622;Biotope;
SDG_2;2986842804;Black sea;
SDG_2;2910221061;Blue marlin;
SDG_2;2909327039;Body Fat Measurement;
SDG_2;2780221984;Body mass index;
SDG_2;157777378;Boiling;
SDG_2;2779421218;Bonefish;
SDG_2;2993745997;Boreal zone;
SDG_2;2778165219;Botanical drug;
SDG_2;2776840061;Bottlenose dolphin;
SDG_2;187457775;Bottom fishing;
SDG_2;2780394310;Bouteloua gracilis;
SDG_2;2776687813;Brachypodium pinnatum;
SDG_2;2776892409;Brassica carinata;
SDG_2;2909743892;Brazil nut;
SDG_2;130491866;Brining;
SDG_2;2909123076;British Indian Ocean Territory;
SDG_2;2780289900;Broiler;
SDG_2;110175623;Broodstock;
SDG_2;2779843069;Butyric acid;
SDG_2;149340888;Bycatch;
SDG_2;2779164741;Bycatch reduction device;
SDG_2;95803793;CITES;
SDG_2;74948603;Calcareous grassland;
SDG_2;2779869275;Calluna;
SDG_2;2910493534;Campylobacter species;
SDG_2;102720910;Canonical correspondence analysis;
SDG_2;2994357808;Carassius auratus;
SDG_2;2776998673;Carotene;
SDG_2;28781525;Carotenoid;
SDG_2;2778891732;Carp;
SDG_2;2781227287;Carrageenan;
SDG_2;2781301517;Cassava brown streak virus disease;
SDG_2;173917561;Catch and release;
SDG_2;2780040469;Catch per unit effort;
SDG_2;2781338170;Catch reporting;
SDG_2;2910796063;Centrolobium microchaete;
SDG_2;2776843359;Cero;
SDG_2;2909961624;Ceruchus chrysomelinus;
SDG_2;2777803996;Cetacea;
SDG_2;2777707811;Chaparral;
SDG_2;2909358641;Cherimoyas;
SDG_2;2911036004;Child Nutrition Disorders;
SDG_2;3018139031;Chisel plow;
SDG_2;2781412696;Chitting;
SDG_2;2776182560;Choice editing;
SDG_2;2779427562;Chondrichthyes;
SDG_2;30481170;Chromosome;
SDG_2;2909216340;Chronic malnutrition;
SDG_2;2777310483;Chrysoblephus laticeps;
SDG_2;2779032678;Citric acid;
SDG_2;535046627;Clinical trial;
SDG_2;2780861936;Close to nature forestry;
SDG_2;2909135477;Cluster beans;
SDG_2;199535368;Coarse fishing;
SDG_2;2992318875;Coastal dunes;
SDG_2;36516193;Cod fisheries;
SDG_2;188206468;Coextinction;
SDG_2;2775929138;Coffea;
SDG_2;168857316;Commercial fish feed;
SDG_2;2781094106;Commercial fishing;
SDG_2;2780691090;Community based forest management in the Philippines;
SDG_2;2779493411;Comprehensive Assessment of Water Management in Agriculture;
SDG_2;2777246098;Condition index;
SDG_2;140130429;Conservation agriculture;
SDG_2;2776654049;Conservation finance;
SDG_2;2983513313;Conservation planning;
SDG_2;2992639136;Conservation science;
SDG_2;2910491720;Consumer Product Safety;
SDG_2;2775838554;Consumptive water use;
SDG_2;2779562289;Continuous cover forestry;
SDG_2;128058477;Contour plowing;
SDG_2;2910611143;Controlled diets;
SDG_2;2777154535;Controlled traffic farming;
SDG_2;2910226413;Convenience food;
SDG_2;143020374;Coral;
SDG_2;2781288472;Coral Triangle;
SDG_2;103474955;Coral bleaching;
SDG_2;2991761137;Coral cover;
SDG_2;2993132551;Coral growth;
SDG_2;144492951;Coral reef fish;
SDG_2;2992423815;Coral reef management;
SDG_2;73849760;Coral reef protection;
SDG_2;2993233962;Coral skeleton;
SDG_2;2994382997;Coral species;
SDG_2;2779623515;Coralline algae;
SDG_2;161189057;Coulee;
SDG_2;2779873548;Crab fisheries;
SDG_2;1924315;Crop diversity;
SDG_2;2991733499;Crop failure;
SDG_2;2988977785;Crop growth;
SDG_2;2777802595;Crop insurance;
SDG_2;2993326493;Crop land;
SDG_2;2992336426;Crop loss;
SDG_2;2988270110;Crop management;
SDG_2;2993120057;Crop productivity;
SDG_2;2993403203;Crop quality;
SDG_2;2992184722;Crop simulation models;
SDG_2;2993559379;Crop water use;
SDG_2;126343540;Crop yield;
SDG_2;55347375;Cultural control;
SDG_2;2779814588;Cyprinidae;
SDG_2;2780072470;Cyprinodontiformes;
SDG_2;141732470;DNA barcoding;
SDG_2;191440113;DNS root zone;
SDG_2;2991976725;Dead tree;
SDG_2;2992057050;Dead wood;
SDG_2;2777845105;Deep scattering layer;
SDG_2;2780853707;Deep-water coral;
SDG_2;195092306;Deficit irrigation;
SDG_2;2778098436;Demersal fish;
SDG_2;68553557;Demersal zone;
SDG_2;86409407;Dendrometry;
SDG_2;73593433;Denitrification;
SDG_2;2993189137;Denitrification process;
SDG_2;197011783;Denitrifying bacteria;
SDG_2;2781182717;Deschampsia flexuosa;
SDG_2;33559203;Desertification;
SDG_2;2780623117;Destructive fishing practices;
SDG_2;20450499;Detrended correspondence analysis;
SDG_2;2778449271;Development aid;
SDG_2;2775857941;Dichistius;
SDG_2;153102810;Diel vertical migration;
SDG_2;2780192938;Diet-induced obese;
SDG_2;2909999035;Dietary change;
SDG_2;16643866;Digestion;
SDG_2;2908855133;Dipteryx panamensis;
SDG_2;2780179066;Disc harrow;
SDG_2;2778896901;Distillers grains;
SDG_2;2780397596;Distinct population segment;
SDG_2;2909499532;Domestic pigeon;
SDG_2;2994485859;Domestic water consumption;
SDG_2;2994062330;Douglas fir;
SDG_2;2910357638;During feed;
SDG_2;79355281;Dutch disease;
SDG_2;2780467133;Dutch elm disease;
SDG_2;2779139258;E-agriculture;
SDG_2;149817419;Ecoagriculture;
SDG_2;69514717;Ecohydrology;
SDG_2;2993931681;Ecological connectivity;
SDG_2;38739810;Ecological farming;
SDG_2;2781202952;Ecological thinning;
SDG_2;2778553607;Economics of biodiversity;
SDG_2;2776191655;Ecoregion;
SDG_2;2993711086;Ecosystem degradation;
SDG_2;199877563;Ecotone;
SDG_2;37884843;Ecotope;
SDG_2;2778484053;Egg white;
SDG_2;195973872;Eggshell;
SDG_2;2777214671;Endeavour Hydrothermal Vents;
SDG_2;2778718584;Environment Protection and Biodiversity Conservation Act 1999;
SDG_2;2992117250;Environmental policy integrated climate;
SDG_2;2777131864;Equine nutrition;
SDG_2;2777278459;Essential oil;
SDG_2;107674354;Estuarine water circulation;
SDG_2;2909816706;Etelis coruscans;
SDG_2;2777796192;Exclosure;
SDG_2;113513581;Exclusive economic zone;
SDG_2;2993009931;Extinct species;
SDG_2;60359462;Extinction;
SDG_2;101991246;Extinction (optical mineralogy);
SDG_2;35306142;Extinction event;
SDG_2;2778205388;Extinction probability;
SDG_2;2993349271;Extinction rate;
SDG_2;45622825;Factor price;
SDG_2;2778589402;Famine;
SDG_2;2908797517;Fat Measurement;
SDG_2;2909857543;Fat bodies;
SDG_2;3019129290;Fat content;
SDG_2;2779824757;Fat substitute;
SDG_2;2780065859;Feed additive;
SDG_2;2910206840;Feed analysis;
SDG_2;100544194;Fermentation;
SDG_2;167296696;Fertigation;
SDG_2;159879943;Fertilisation;
SDG_2;2780121125;Fertilizer tree;
SDG_2;2993556214;Field crop;
SDG_2;2778125729;Fire coral;
SDG_2;195330766;Fire ecology;
SDG_2;2993849424;Fire effect;
SDG_2;2993686252;Fire frequency;
SDG_2;2993091396;Fire history;
SDG_2;2991804400;Fire season;
SDG_2;2777267482;Fish aggregating device;
SDG_2;2910264974;Fish allergy;
SDG_2;2776642990;Fish diseases and parasites;
SDG_2;141896089;Fish farming;
SDG_2;2779427263;Fish marketing;
SDG_2;164958353;Fish measurement;
SDG_2;116003164;Fish physiology;
SDG_2;2778896599;Fish products;
SDG_2;2780429984;Fish reproduction;
SDG_2;2993028854;Fish resources;
SDG_2;3019955603;Fish species;
SDG_2;58479451;Fish stock;
SDG_2;2777768678;Fish trap;
SDG_2;2778851755;Fisheries Act;
SDG_2;510239367;Fisheries law;
SDG_2;202041845;Fisheries management;
SDG_2;135895429;Fisheries science;
SDG_2;505870484;Fishery;
SDG_2;514101110;Fishing;
SDG_2;123281439;Fishing down the food web;
SDG_2;2992343522;Fishing fleet;
SDG_2;508466165;Fishing industry;
SDG_2;2778586117;Fishing line;
SDG_2;2776824459;Fishing net;
SDG_2;2780248203;Fishing techniques;
SDG_2;3018637345;Fishing trip;
SDG_2;3018719075;Fishing village;
SDG_2;2779950014;Flatfish;
SDG_2;16281581;Flavour;
SDG_2;2776452661;Flindersia brayleyana;
SDG_2;45152089;Floristics;
SDG_2;2776367567;Flounder;
SDG_2;2992700085;Fodder crops;
SDG_2;139145706;Food additive;
SDG_2;2994199040;Food availability;
SDG_2;155373166;Food chain;
SDG_2;201116201;Food chemistry;
SDG_2;112625547;Food composition data;
SDG_2;2777762679;Food contact materials;
SDG_2;2779457888;Food defense;
SDG_2;2780191829;Food distribution;
SDG_2;2777900319;Food fortification;
SDG_2;513059894;Food industry;
SDG_2;2909463689;Food intakes;
SDG_2;2909101193;Food label;
SDG_2;2910706634;Food labelling;
SDG_2;2993213714;Food material;
SDG_2;74139830;Food packaging;
SDG_2;2776876274;Food poisoning;
SDG_2;135704130;Food preservation;
SDG_2;2779957034;Food prices;
SDG_2;88199923;Food processing;
SDG_2;2987718291;Food products;
SDG_2;51592225;Food quality;
SDG_2;516717267;Food safety;
SDG_2;2777206602;Food sampling;
SDG_2;31903555;Food science;
SDG_2;2909639017;Food shortage;
SDG_2;2776733808;Food sovereignty;
SDG_2;74893574;Food systems;
SDG_2;2777499484;Food waste;
SDG_2;2777194177;Forest Principles;
SDG_2;2776335591;Forest Vegetation Simulator;
SDG_2;2992035722;Forest development;
SDG_2;2991841010;Forest harvesting;
SDG_2;2991880734;Forest health;
SDG_2;2992977978;Forest landscape;
SDG_2;2993355577;Forest management planning;
SDG_2;2992998108;Forest planning;
SDG_2;2992497614;Forest recovery;
SDG_2;2994170080;Forest regeneration;
SDG_2;2983469836;Forest structure;
SDG_2;3019774043;Forest type;
SDG_2;2992809593;Forest vegetation;
SDG_2;158215666;Formant;
SDG_2;84199377;Freeze-drying;
SDG_2;2909991231;Fresh Tissue;
SDG_2;2776654248;Freshwater fish;
SDG_2;2777526573;Freshwater inflow;
SDG_2;2780794424;Freshwater prawn farming;
SDG_2;122629976;Fringing reef;
SDG_2;2910579474;Fruit intake;
SDG_2;3018968983;Fruit juice;
SDG_2;3020396200;Fruits and vegetables;
SDG_2;2992398841;Fuel moisture content;
SDG_2;2781462481;Fumonisin B2;
SDG_2;2992573043;Functional biodiversity;
SDG_2;3020113576;Fungal biodiversity;
SDG_2;2781279775;Galjoen;
SDG_2;156858999;Gallery forest;
SDG_2;174553679;Gene map;
SDG_2;3020462461;Genetics genomics;
SDG_2;161153951;Gill;
SDG_2;2776263494;Gillnetting;
SDG_2;2776336767;Gluten;
SDG_2;3018822051;Gonadal histology;
SDG_2;2910945474;Gooseberries;
SDG_2;122748992;Gradient analysis;
SDG_2;2781257293;Grass carp;
SDG_2;2779179000;Grassland degradation;
SDG_2;2994424083;Grassland ecosystem;
SDG_2;2779081038;Grazing pressure;
SDG_2;189307558;Great Green Wall;
SDG_2;2983338891;Great barrier reef;
SDG_2;2992814287;Green tea;
SDG_2;2992885126;Greenhouse crops;
SDG_2;2910174702;Ground food;
SDG_2;65193109;Groundfish;
SDG_2;2992407401;Groundwater nitrate;
SDG_2;2993104999;Groundwater use;
SDG_2;14641543;Group cohesiveness;
SDG_2;2778312390;Growth rate;
SDG_2;2776725572;Guar gum;
SDG_2;2780097091;Halimeda;
SDG_2;112058002;Hardwood timber production;
SDG_2;2779958227;Hatchery;
SDG_2;2777106918;Heck cattle;
SDG_2;190157891;Hermatypic coral;
SDG_2;2779290800;Herring;
SDG_2;2909532361;High air pressure;
SDG_2;2909725152;Holstein Cattle;
SDG_2;2993779736;Horticultural crops;
SDG_2;28362043;Hydric soil;
SDG_2;2781102901;Hydroacoustics;
SDG_2;2780717550;Hypoallergenic;
SDG_2;2992050699;Ice cream;
SDG_2;2992029884;Illegal fishing;
SDG_2;2779329624;Important Bird Area;
SDG_2;2780386243;Important Plant Areas;
SDG_2;2778867918;Incidental catch;
SDG_2;2908993845;Infant Malnutrition;
SDG_2;2776962008;Infant nutrition;
SDG_2;56235305;Inga alley cropping;
SDG_2;2780589914;Ingredient;
SDG_2;2779562855;Insect biodiversity;
SDG_2;202682190;Insular biogeography;
SDG_2;81993482;Integrated farming;
SDG_2;2781031054;International Tropical Timber Organization;
SDG_2;165107724;International waters;
SDG_2;45920995;Intraspecific breeding;
SDG_2;2992033518;Irrigated agriculture;
SDG_2;2994580129;Irrigation efficiency;
SDG_2;2777589951;Irrigation scheduling;
SDG_2;57269778;Isochromosome;
SDG_2;2779735984;Jellyfish;
SDG_2;115961737;Juvenile;
SDG_2;2779409326;King mackerel;
SDG_2;2777492549;Krill;
SDG_2;2778724459;Lactose;
SDG_2;2780417240;Lamprey;
SDG_2;2779895041;Land footprint;
SDG_2;2991671138;Land preparation;
SDG_2;2992971396;Land productivity;
SDG_2;2993892992;Land suitability;
SDG_2;2982998413;Land surface temperature;
SDG_2;2994243589;Land uplift;
SDG_2;4792198;Land use;
SDG_2;2993088260;Landscape conservation;
SDG_2;2778551664;Larch;
SDG_2;113754120;Lava;
SDG_2;25989453;Leaf area index;
SDG_2;2779310246;Least Developed Countries;
SDG_2;2779564620;Lecithin;
SDG_2;194691359;Liana;
SDG_2;2911148592;Light machinery;
SDG_2;2992842828;Livestock grazing;
SDG_2;2993008967;Loblolly pine;
SDG_2;38838508;Local extinction;
SDG_2;125620115;Logging;
SDG_2;2779294082;Lolium rigidum;
SDG_2;2781193452;Longline fishing;
SDG_2;2910855215;Low body mass index;
SDG_2;112892834;Low residue diet;
SDG_2;2910224097;Lunar Cycle;
SDG_2;2779796875;Lupinus angustifolius;
SDG_2;2909110210;MAP protocol;
SDG_2;2777406646;Mackerel;
SDG_2;132000320;Macrophyte;
SDG_2;35378473;Maillard reaction;
SDG_2;551997983;Malnutrition;
SDG_2;68874143;Mangrove;
SDG_2;2775874878;Marginal land;
SDG_2;113416529;Marine conservation;
SDG_2;2779394710;Marine ecoregions;
SDG_2;2992957956;Marine fish;
SDG_2;2993248064;Marine fisheries;
SDG_2;172269249;Marine invertebrates;
SDG_2;2776384079;Marine mammal;
SDG_2;68800169;Marine protected area;
SDG_2;207769581;Marine reserve;
SDG_2;51926234;Market microstructure;
SDG_2;64112148;Market price;
SDG_2;2779267909;Marxan;
SDG_2;2777022838;Maximum sustainable yield;
SDG_2;112276597;Measurement of biodiversity;
SDG_2;2778962194;Mediterranean diet;
SDG_2;2993404611;Mediterranean ecosystem;
SDG_2;2991709714;Mediterranean vegetation;
SDG_2;91067096;Megafauna;
SDG_2;2909628724;Melilotus siculus;
SDG_2;2779852692;Melon;
SDG_2;33275205;Mesopelagic zone;
SDG_2;189569837;Metapopulation;
SDG_2;3018466404;Microbial biodiversity;
SDG_2;14522933;Micronutrient;
SDG_2;2781193117;Midwater trawling;
SDG_2;2910835919;Mineral excess;
SDG_2;2992069104;Mineral fertilization;
SDG_2;169684477;Minimum tillage;
SDG_2;49461877;Mixed farming;
SDG_2;2780671300;Mixed grass prairie;
SDG_2;2777007095;Moderate-resolution imaging spectroradiometer;
SDG_2;2778673487;Moisture stress;
SDG_2;169282265;Molecular breeding;
SDG_2;2778728749;Molinia caerulea;
SDG_2;2781071265;Monitoring control and surveillance;
SDG_2;2776421481;Monodominance;
SDG_2;2778568511;Monogastric;
SDG_2;151788092;Moorland;
SDG_2;2910199490;Mortierella spinosa;
SDG_2;2992174532;Mountain forest;
SDG_2;2778661615;Multidimensional Poverty Index;
SDG_2;2910606548;Multifunctional Enzymes;
SDG_2;93990901;Multiple cropping;
SDG_2;2781206450;Multiple use;
SDG_2;2779987062;Mussel;
SDG_2;2779909984;Mytilus;
SDG_2;2780900284;Nardus stricta;
SDG_2;2994548035;National forest inventory;
SDG_2;2994095414;National nature reserve;
SDG_2;2992587736;Native forest;
SDG_2;2993108616;Natural forest;
SDG_2;2993508834;Natural park;
SDG_2;2777952078;Nature Conservation;
SDG_2;2994550192;Nature policy;
SDG_2;53571324;Nature reserve;
SDG_2;2991949773;Nearest neighbor imputation;
SDG_2;2780267512;Nestedness;
SDG_2;2910956874;Nitrate dissimilation;
SDG_2;2993552916;Nitrate leaching;
SDG_2;2993792229;Nitrite nitrogen;
SDG_2;2994589889;Nitrogen fertilization;
SDG_2;2993605384;Nitrogen fertilizer;
SDG_2;2991812402;Nitrogen management;
SDG_2;2988769156;Nitrogen removal;
SDG_2;1549246;Normalized Difference Vegetation Index;
SDG_2;2780235837;Nothofagus;
SDG_2;2910254271;Notolabrus tetricus;
SDG_2;17857428;Nutraceutical;
SDG_2;2908544876;Nutrition Disorders;
SDG_2;2910069897;Nutrition Labeling;
SDG_2;2910326811;Nutrition Monitoring;
SDG_2;2777476143;Nutrition analysis;
SDG_2;2910321686;Nutrition care;
SDG_2;2910848602;Nutrition outcomes;
SDG_2;2910668823;Nutritional analysis;
SDG_2;2910206990;Nutritional care;
SDG_2;2910152589;Nutritional monitoring;
SDG_2;165007447;Nutritional science;
SDG_2;2779823546;Nutritionist;
SDG_2;2911108994;Nutritious food;
SDG_2;2778801112;Oasification;
SDG_2;2776665667;Ocean fisheries;
SDG_2;2988377048;Olive oil;
SDG_2;2779140988;Oncorhynchus;
SDG_2;31900019;Optimum sustainable yield;
SDG_2;83082669;Orange (colour);
SDG_2;2776831678;Orange roughy;
SDG_2;177701732;Organic horticulture;
SDG_2;2991661988;Organic manure;
SDG_2;152613627;Overexploitation;
SDG_2;24061886;Overfishing;
SDG_2;2778876492;Oxygen cocktail;
SDG_2;2776364969;Oyster;
SDG_2;2778939721;Oyster farming;
SDG_2;162501224;Palynology;
SDG_2;2910587469;Panicum miliaceum;
SDG_2;2994459623;Participatory plant breeding;
SDG_2;2909500973;Partridge - meat;
SDG_2;2780756937;Pectin;
SDG_2;2911152419;Pediatric nutrition;
SDG_2;77942228;Pelagic zone;
SDG_2;2777798493;Perch;
SDG_2;2776082207;Perciformes;
SDG_2;2993013254;Perennial crop;
SDG_2;2781168071;Peri-urban agriculture;
SDG_2;550263199;Permaculture;
SDG_2;2778226232;Pesticide application;
SDG_2;2777178062;Phalaris aquatica;
SDG_2;98108635;Phenomics;
SDG_2;2992165118;Physical control;
SDG_2;2776781948;Physical water scarcity;
SDG_2;2778036281;Phytic acid;
SDG_2;14624660;Pilotage;
SDG_2;2910137147;Pineapple extract;
SDG_2;2781131740;Pinus pinaster;
SDG_2;2910254177;Plant Immunity;
SDG_2;2779793521;Plant Resources of Tropical Africa;
SDG_2;2777895073;Plant breeders' rights;
SDG_2;2993375840;Plant canopy;
SDG_2;2993839484;Plant diversity;
SDG_2;2993940100;Plant production;
SDG_2;3019009989;Plant protein;
SDG_2;2778818373;Plant–soil feedback;
SDG_2;2780498771;Pocillopora damicornis;
SDG_2;2777631861;Poeciliidae;
SDG_2;2776989701;Polygonum arenastrum;
SDG_2;70899900;Polyphenol;
SDG_2;2908572884;Poor nutrition;
SDG_2;75195119;Pop-up satellite archival tag;
SDG_2;116607704;Population viability analysis;
SDG_2;2780143158;Porites;
SDG_2;2777988102;Pratylenchus;
SDG_2;2776115401;Prawn;
SDG_2;2910406661;Pre pregnancy;
SDG_2;2775980262;Prebiotic;
SDG_2;72286879;Prescribed burn;
SDG_2;67031304;Preservative;
SDG_2;34881761;Price level;
SDG_2;24717449;Primary production;
SDG_2;96313414;Primary succession;
SDG_2;2909580760;Prionace glauca;
SDG_2;2910182614;Product Label;
SDG_2;2780488879;Propolis;
SDG_2;3019069916;Protein content;
SDG_2;2909590382;Protein-calorie malnutrition;
SDG_2;2779613291;Protein–energy malnutrition;
SDG_2;2776953683;Prune belly syndrome;
SDG_2;121412344;Pulpwood;
SDG_2;147252523;Purebred;
SDG_2;118733760;Purified water;
SDG_2;95869378;Pyroclastic rock;
SDG_2;3017487232;Quality characteristics;
SDG_2;2779249956;Quota Management System;
SDG_2;2993883011;Rain use efficiency;
SDG_2;2781397391;Raphanus raphanistrum;
